mrbts_id,distname,physicalPort,sfpVendor,sfpSerialNumber,sfpType,waveLength(nm),transmissionMode,ransmissionRate(Mb/s),transmissionDistance(m),temperature,txVoltage,txCurrent,txPower,rxPower
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-8/SFP-3,OPT_IF1-1,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145204969    ,LC,1310,NotSupported,10300,1724.000000,40,3258,39,-3,-6
7132,MRBTS-7132/EQM-1/APEQM-1/CABINET-1/SMOD-1/SFP-1,RFEXT5_10G-11,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2142512207,LC,1310,NotSupported,10300,1724.000000,34,3325,37,-1,-14
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-6/SFP-4,OPT_IF1-1,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145203786    ,LC,1310,NotSupported,10300,0.000000,38,3301,38,-1,-4
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-5/SFP-5,OPT_IF2-2,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145202698    ,LC,1310,NotSupported,10300,0.000000,36,3282,38,-2,-3
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-4/SFP-6,OPT_IF1-1,FINISARCORP._FTLX1370W3BTL-NN,VF1451005LG    ,LC,1310,SingleMode,9800,1790.000000,35,3292,45,-1,-8
7132,MRBTS-7132/EQM-1/APEQM-1/CABINET-1/SMOD-1/SFP-2,RFEXT3_10G-9,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2142605736,LC,1310,NotSupported,10300,1790.000000,33,3291,37,-4,-10
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-9/SFP-7,OPT_IF1-1,FINISARCORP._FTLX1370W3BTL-NN,VF145100637    ,LC,1310,SingleMode,9800,0.000000,39,3292,47,-1,-8
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-8/SFP-8,OPT_IF2-2,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145204687    ,LC,1310,NotSupported,10300,0.000000,41,3244,38,-3,-7
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-10/SFP-9,OPT_IF1-1,FINISARCORP._FTLX1370W3BTL-NN,VF1451004MW    ,LC,1310,SingleMode,9800,0.000000,33,3289,39,-1,-5
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-9/SFP-10,OPT_IF2-2,FINISARCORP._FTLX1370W3BTL-NN,VF1451006DQ    ,LC,1310,SingleMode,9800,0.000000,38,3283,47,-1,-2
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-1/SFP-11,OPT_IF1-1,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145205467    ,LC,1310,NotSupported,10300,1789.000000,36,3249,39,-3,-7
7132,MRBTS-7132/EQM-1/APEQM-1/CABINET-1/SMOD-1/SFP-3,RFEXT1_10G-7,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145205354,LC,1310,NotSupported,10300,1789.000000,29,3301,37,-3,-13
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-11/SFP-12,OPT_IF1-1,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145205256    ,LC,1310,NotSupported,10300,0.000000,32,3263,38,-2,-6
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-10/SFP-13,OPT_IF2-2,FINISARCORP._FTLX1370W3BTL-NN,VF1451004MD    ,LC,1310,SingleMode,9800,0.000000,35,3285,46,-1,-8
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-3/SFP-14,OPT_IF1-1,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2142604511    ,LC,1310,NotSupported,10300,0.000000,36,3348,38,-2,-4
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-2/SFP-15,OPT_IF2-2,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145200345    ,LC,1310,NotSupported,10300,0.000000,39,3239,39,-2,-6
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-7/SFP-16,OPT_IF1-1,FINISARCORP._FTLX1370W3BTL-NN,VF1451005PK    ,LC,1310,SingleMode,9800,0.000000,32,3309,46,-1,-2
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-6/SFP-17,OPT_IF2-2,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145203707    ,LC,1310,NotSupported,10300,0.000000,34,3272,38,-2,-3
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-5/SFP-18,OPT_IF1-1,FINISARCORP._FTLX1370W3BTL-NN,VF145100632    ,LC,1310,SingleMode,9800,0.000000,37,3306,46,-1,-2
7132,MRBTS-7132/EQM-1/APEQM-1/RMOD-4/SFP-19,OPT_IF2-2,FINISARCORP._FTLX1370W3BTL-NN,VF145100636    ,LC,1310,SingleMode,9800,0.000000,37,3289,46,-2,-1
7133,MRBTS-7133/EQM-1/APEQM-1/RMOD-9/SFP-1,OPT_IF1-1,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145203357    ,LC,1310,NotSupported,10300,1566.000000,36,3277,38,-2,-5
7133,MRBTS-7133/EQM-1/APEQM-1/CABINET-1/SMOD-1/SFP-1,RFEXT5_10G-19,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2142603735,LC,1310,NotSupported,10300,1566.000000,34,3253,40,-4,-6
7133,MRBTS-7133/EQM-1/APEQM-1/RMOD-10/SFP-2,OPT_IF1-1,FINISARCORP._FTLX1370W3BTL-NN,VF1451004MH    ,LC,1310,SingleMode,9800,0.000000,37,3288,45,-1,-2
7133,MRBTS-7133/EQM-1/APEQM-1/RMOD-9/SFP-3,OPT_IF2-2,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145203396    ,LC,1310,NotSupported,10300,0.000000,35,3253,37,-2,-6
7133,MRBTS-7133/EQM-1/APEQM-1/RMOD-3/SFP-4,OPT_IF1-1,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145200382    ,LC,1310,NotSupported,10300,0.000000,38,3306,39,-2,-3
7133,MRBTS-7133/EQM-1/APEQM-1/RMOD-2/SFP-5,OPT_IF2-2,SOURCEPHOTONICS_SPP10ELRIDFPSA2,U2145201495    ,LC,1310,NotSupported,10300,0.000000,36,3263,38,-2,-3
7133,MRBTS-7133/EQM-1/APEQM-1/RMOD-7/SFP-6,OPT_IF1-1,FINISARCORP._FTLX1370W3BTL-NN,VF14510062X    ,LC,1310,SingleMode,9800,0.000000,35,3313,46,-1,-2
7133,MRBTS-7133/EQM-1/APEQM-1/RMOD-6/SFP-7,OPT_IF2-2,FINISARCORP._FTLX1370W3BTL-NN,VF1451006DK    ,LC,1310,SingleMode,9800,0.000000,39,3301,46,-1,-13
7133,MRBTS-7133/EQM-1/APEQM-1/RMOD-11/SFP-8,OPT_IF1-1,HGGENUINE_MTRS-1E21-01,MB16170110090  ,LC,1310,NotSupported,9900,0.000000,30,3259,46,-4,-2
7133,MRBTS-7133/EQM-1/APEQM-1/RMOD-10/SFP-9,OPT_IF2-2,HGGENUINE_MTRS-1E21-01,MB16138071666  ,LC,1310,NotSupported,9900,0.000000,32,3254,46,-2,-5
